link,filetipe,basename,class
extracted_images\masking\20201218_095637.jpg,img,20201218_095637,20201218_095637.jpg
extracted_images\masking\20201218_095645.jpg,img,20201218_095645,20201218_095645.jpg
extracted_images\masking\20201218_095655.jpg,img,20201218_095655,20201218_095655.jpg
extracted_images\masking\20201218_095707.jpg,img,20201218_095707,20201218_095707.jpg
extracted_images\masking\20201218_095717.jpg,img,20201218_095717,20201218_095717.jpg
extracted_images\masking\20201218_095729.jpg,img,20201218_095729,20201218_095729.jpg
extracted_images\masking\20201218_095738.jpg,img,20201218_095738,20201218_095738.jpg
extracted_images\masking\20201218_095746.jpg,img,20201218_095746,20201218_095746.jpg
extracted_images\masking\20201218_095757.jpg,img,20201218_095757,20201218_095757.jpg
extracted_images\masking\20201218_095806.jpg,img,20201218_095806,20201218_095806.jpg
extracted_images\masking\20201218_095814.jpg,img,20201218_095814,20201218_095814.jpg
extracted_images\masking\20201218_095823.jpg,img,20201218_095823,20201218_095823.jpg
extracted_images\masking\20201218_095831.jpg,img,20201218_095831,20201218_095831.jpg
extracted_images\masking\20201218_095840.jpg,img,20201218_095840,20201218_095840.jpg
extracted_images\masking\20201218_095930.jpg,img,20201218_095930,20201218_095930.jpg
extracted_images\masking\20201218_095939.jpg,img,20201218_095939,20201218_095939.jpg
extracted_images\masking\20201218_095949.jpg,img,20201218_095949,20201218_095949.jpg
extracted_images\masking\20201218_095957.jpg,img,20201218_095957,20201218_095957.jpg
extracted_images\masking\20201218_100013.jpg,img,20201218_100013,20201218_100013.jpg
extracted_images\masking\20201218_100023.jpg,img,20201218_100023,20201218_100023.jpg
extracted_images\masking\20201218_100032.jpg,img,20201218_100032,20201218_100032.jpg
extracted_images\masking\20201218_100043.jpg,img,20201218_100043,20201218_100043.jpg
extracted_images\masking\20201218_100051.jpg,img,20201218_100051,20201218_100051.jpg
extracted_images\masking\20201218_100059.jpg,img,20201218_100059,20201218_100059.jpg
extracted_images\masking\20201218_100110.jpg,img,20201218_100110,20201218_100110.jpg
extracted_images\masking\20201218_100120.jpg,img,20201218_100120,20201218_100120.jpg
extracted_images\masking\20201218_100128.jpg,img,20201218_100128,20201218_100128.jpg
extracted_images\masking\20201218_100138.jpg,img,20201218_100138,20201218_100138.jpg
extracted_images\masking\20201218_100148.jpg,img,20201218_100148,20201218_100148.jpg
extracted_images\masking\20201218_100157.jpg,img,20201218_100157,20201218_100157.jpg
extracted_images\masking\20201218_100207.jpg,img,20201218_100207,20201218_100207.jpg
extracted_images\masking\20201218_100216.jpg,img,20201218_100216,20201218_100216.jpg
extracted_images\masking\20201218_102049.jpg,img,20201218_102049,20201218_102049.jpg
extracted_images\masking\20201218_102059.jpg,img,20201218_102059,20201218_102059.jpg
extracted_images\masking\20201218_102108.jpg,img,20201218_102108,20201218_102108.jpg
extracted_images\masking\20201218_102118.jpg,img,20201218_102118,20201218_102118.jpg
extracted_images\masking\20201218_102129.jpg,img,20201218_102129,20201218_102129.jpg
extracted_images\masking\20201218_102142.jpg,img,20201218_102142,20201218_102142.jpg
extracted_images\masking\20201218_102149.jpg,img,20201218_102149,20201218_102149.jpg
extracted_images\masking\20201218_102158.jpg,img,20201218_102158,20201218_102158.jpg
extracted_images\masking\20201218_103429.jpg,img,20201218_103429,20201218_103429.jpg
extracted_images\masking\20201218_103439.jpg,img,20201218_103439,20201218_103439.jpg
extracted_images\masking\20201218_103446.jpg,img,20201218_103446,20201218_103446.jpg
extracted_images\masking\20201218_103459.jpg,img,20201218_103459,20201218_103459.jpg
extracted_images\masking\20201218_103508.jpg,img,20201218_103508,20201218_103508.jpg
extracted_images\masking\20201218_103519.jpg,img,20201218_103519,20201218_103519.jpg
extracted_images\masking\20201218_103527.jpg,img,20201218_103527,20201218_103527.jpg
extracted_images\masking\20201218_103541.jpg,img,20201218_103541,20201218_103541.jpg
extracted_images\masking\20201218_103556.jpg,img,20201218_103556,20201218_103556.jpg
extracted_images\masking\20201218_103606.jpg,img,20201218_103606,20201218_103606.jpg
extracted_images\masking\20201218_103615.jpg,img,20201218_103615,20201218_103615.jpg
extracted_images\masking\20201218_103624.jpg,img,20201218_103624,20201218_103624.jpg
extracted_images\masking\20201218_103633.jpg,img,20201218_103633,20201218_103633.jpg
extracted_images\masking\20201218_103644.jpg,img,20201218_103644,20201218_103644.jpg
extracted_images\masking\20201218_103654.jpg,img,20201218_103654,20201218_103654.jpg
extracted_images\masking\20201218_103703.jpg,img,20201218_103703,20201218_103703.jpg
extracted_images\masking\20201218_103712.jpg,img,20201218_103712,20201218_103712.jpg
extracted_images\masking\20201218_103724.jpg,img,20201218_103724,20201218_103724.jpg
extracted_images\masking\20201218_103733.jpg,img,20201218_103733,20201218_103733.jpg
extracted_images\masking\20201218_103742.jpg,img,20201218_103742,20201218_103742.jpg
extracted_images\masking\20201218_103751.jpg,img,20201218_103751,20201218_103751.jpg
extracted_images\masking\20201218_103800.jpg,img,20201218_103800,20201218_103800.jpg
extracted_images\masking\20201218_103809.jpg,img,20201218_103809,20201218_103809.jpg
extracted_images\masking\20201218_103820.jpg,img,20201218_103820,20201218_103820.jpg
extracted_images\masking\20201218_103830.jpg,img,20201218_103830,20201218_103830.jpg
extracted_images\masking\20201218_103844.jpg,img,20201218_103844,20201218_103844.jpg
extracted_images\masking\20201218_103853.jpg,img,20201218_103853,20201218_103853.jpg
extracted_images\masking\20201218_103902.jpg,img,20201218_103902,20201218_103902.jpg
extracted_images\masking\20201218_103910.jpg,img,20201218_103910,20201218_103910.jpg
extracted_images\masking\20201218_103919.jpg,img,20201218_103919,20201218_103919.jpg
extracted_images\masking\20201218_103928.jpg,img,20201218_103928,20201218_103928.jpg
extracted_images\masking\20201218_103943.jpg,img,20201218_103943,20201218_103943.jpg
extracted_images\masking\20201218_103952.jpg,img,20201218_103952,20201218_103952.jpg
extracted_images\masking\20201218_104000.jpg,img,20201218_104000,20201218_104000.jpg
extracted_images\masking\20201218_104010.jpg,img,20201218_104010,20201218_104010.jpg
extracted_images\masking\20201218_104019.jpg,img,20201218_104019,20201218_104019.jpg
extracted_images\masking\20201218_104028.jpg,img,20201218_104028,20201218_104028.jpg
extracted_images\masking\20201218_104038.jpg,img,20201218_104038,20201218_104038.jpg
extracted_images\masking\20201218_104047.jpg,img,20201218_104047,20201218_104047.jpg
extracted_images\masking\20201218_104111.jpg,img,20201218_104111,20201218_104111.jpg
extracted_images\masking\20201218_104126.jpg,img,20201218_104126,20201218_104126.jpg
extracted_images\masking\20201218_104135.jpg,img,20201218_104135,20201218_104135.jpg
extracted_images\masking\20201218_104146.jpg,img,20201218_104146,20201218_104146.jpg
extracted_images\masking\20201218_104155.jpg,img,20201218_104155,20201218_104155.jpg
extracted_images\masking\20201218_104204.jpg,img,20201218_104204,20201218_104204.jpg
extracted_images\masking\20201218_104212.jpg,img,20201218_104212,20201218_104212.jpg
extracted_images\masking\20201218_104221.jpg,img,20201218_104221,20201218_104221.jpg
extracted_images\masking\20201218_104230.jpg,img,20201218_104230,20201218_104230.jpg
extracted_images\masking\20201218_104241.jpg,img,20201218_104241,20201218_104241.jpg
extracted_images\masking\20201218_104251.jpg,img,20201218_104251,20201218_104251.jpg
extracted_images\masking\20201218_104302.jpg,img,20201218_104302,20201218_104302.jpg
extracted_images\masking\20201218_104313.jpg,img,20201218_104313,20201218_104313.jpg
extracted_images\masking\20201218_104325.jpg,img,20201218_104325,20201218_104325.jpg
extracted_images\masking\20201218_104334.jpg,img,20201218_104334,20201218_104334.jpg
extracted_images\masking\20201218_104341.jpg,img,20201218_104341,20201218_104341.jpg
extracted_images\masking\20201218_104350.jpg,img,20201218_104350,20201218_104350.jpg
extracted_images\masking\20201218_104401.jpg,img,20201218_104401,20201218_104401.jpg
extracted_images\masking\20201218_104422.jpg,img,20201218_104422,20201218_104422.jpg
extracted_images\masking\20201218_104433.jpg,img,20201218_104433,20201218_104433.jpg
extracted_images\masking\20201218_104444.jpg,img,20201218_104444,20201218_104444.jpg
extracted_images\masking\20201218_104452.jpg,img,20201218_104452,20201218_104452.jpg
extracted_images\masking\20201218_104510.jpg,img,20201218_104510,20201218_104510.jpg
extracted_images\masking\20201218_104518.jpg,img,20201218_104518,20201218_104518.jpg
extracted_images\masking\20201218_104529.jpg,img,20201218_104529,20201218_104529.jpg
extracted_images\masking\20201218_104537.jpg,img,20201218_104537,20201218_104537.jpg
extracted_images\masking\20201218_104544.jpg,img,20201218_104544,20201218_104544.jpg
extracted_images\masking\20201218_104556.jpg,img,20201218_104556,20201218_104556.jpg
extracted_images\masking\20201218_104606.jpg,img,20201218_104606,20201218_104606.jpg
extracted_images\masking\20201218_104616.jpg,img,20201218_104616,20201218_104616.jpg
extracted_images\masking\20201218_104624.jpg,img,20201218_104624,20201218_104624.jpg
extracted_images\masking\20201218_104633.jpg,img,20201218_104633,20201218_104633.jpg
extracted_images\masking\20201218_104641.jpg,img,20201218_104641,20201218_104641.jpg
extracted_images\masking\20201218_104650.jpg,img,20201218_104650,20201218_104650.jpg
extracted_images\masking\20201218_104658.jpg,img,20201218_104658,20201218_104658.jpg
extracted_images\masking\20201218_104715.jpg,img,20201218_104715,20201218_104715.jpg
extracted_images\masking\20201218_104724.jpg,img,20201218_104724,20201218_104724.jpg
extracted_images\masking\20201218_104732.jpg,img,20201218_104732,20201218_104732.jpg
extracted_images\masking\20201218_104744.jpg,img,20201218_104744,20201218_104744.jpg
extracted_images\masking\20201218_104753.jpg,img,20201218_104753,20201218_104753.jpg
extracted_images\masking\20201218_104804.jpg,img,20201218_104804,20201218_104804.jpg
extracted_images\masking\20201218_104816.jpg,img,20201218_104816,20201218_104816.jpg
extracted_images\masking\20201218_104855.jpg,img,20201218_104855,20201218_104855.jpg
extracted_images\masking\20201218_105209.jpg,img,20201218_105209,20201218_105209.jpg
extracted_images\masking\20201218_105218.jpg,img,20201218_105218,20201218_105218.jpg
extracted_images\masking\20201218_105228.jpg,img,20201218_105228,20201218_105228.jpg
extracted_images\masking\20201218_105239.jpg,img,20201218_105239,20201218_105239.jpg
extracted_images\masking\20201218_105247.jpg,img,20201218_105247,20201218_105247.jpg
extracted_images\masking\20201218_105255.jpg,img,20201218_105255,20201218_105255.jpg
extracted_images\masking\20201218_105306.jpg,img,20201218_105306,20201218_105306.jpg
extracted_images\masking\20201218_105315.jpg,img,20201218_105315,20201218_105315.jpg
extracted_images\masking\20201218_105324.jpg,img,20201218_105324,20201218_105324.jpg
extracted_images\masking\20201218_105334.jpg,img,20201218_105334,20201218_105334.jpg
extracted_images\masking\20201218_105344.jpg,img,20201218_105344,20201218_105344.jpg
extracted_images\masking\20201218_110329.jpg,img,20201218_110329,20201218_110329.jpg
extracted_images\masking\20201218_110337.jpg,img,20201218_110337,20201218_110337.jpg
extracted_images\masking\20201218_110353.jpg,img,20201218_110353,20201218_110353.jpg
extracted_images\masking\20201218_110402.jpg,img,20201218_110402,20201218_110402.jpg
extracted_images\masking\20201218_110411.jpg,img,20201218_110411,20201218_110411.jpg
extracted_images\masking\20201218_110421.jpg,img,20201218_110421,20201218_110421.jpg
extracted_images\masking\20201218_110430.jpg,img,20201218_110430,20201218_110430.jpg
extracted_images\masking\20201218_110438.jpg,img,20201218_110438,20201218_110438.jpg
extracted_images\masking\20201218_110447.jpg,img,20201218_110447,20201218_110447.jpg
extracted_images\masking\20201218_110457.jpg,img,20201218_110457,20201218_110457.jpg
extracted_images\masking\20201218_110509.jpg,img,20201218_110509,20201218_110509.jpg
extracted_images\masking\20201218_110519.jpg,img,20201218_110519,20201218_110519.jpg
extracted_images\masking\20201218_110529.jpg,img,20201218_110529,20201218_110529.jpg
extracted_images\masking\20201218_110539.jpg,img,20201218_110539,20201218_110539.jpg
extracted_images\masking\20201218_110548.jpg,img,20201218_110548,20201218_110548.jpg
extracted_images\masking\20201218_110556.jpg,img,20201218_110556,20201218_110556.jpg
extracted_images\masking\20201218_110605.jpg,img,20201218_110605,20201218_110605.jpg
extracted_images\masking\20201218_110614.jpg,img,20201218_110614,20201218_110614.jpg
extracted_images\masking\20201218_110622.jpg,img,20201218_110622,20201218_110622.jpg
extracted_images\masking\20201218_110631.jpg,img,20201218_110631,20201218_110631.jpg
extracted_images\masking\20201218_110645.jpg,img,20201218_110645,20201218_110645.jpg
extracted_images\masking\20201218_110654.jpg,img,20201218_110654,20201218_110654.jpg
extracted_images\masking\20201218_110703.jpg,img,20201218_110703,20201218_110703.jpg
extracted_images\masking\20201218_110712.jpg,img,20201218_110712,20201218_110712.jpg
extracted_images\masking\20201218_110719.jpg,img,20201218_110719,20201218_110719.jpg
extracted_images\masking\20201218_110727.jpg,img,20201218_110727,20201218_110727.jpg
extracted_images\masking\20201218_110736.jpg,img,20201218_110736,20201218_110736.jpg
extracted_images\masking\20201218_110747.jpg,img,20201218_110747,20201218_110747.jpg
extracted_images\masking\20201218_110807.jpg,img,20201218_110807,20201218_110807.jpg
extracted_images\masking\20201218_110815.jpg,img,20201218_110815,20201218_110815.jpg
extracted_images\masking\20201218_110823.jpg,img,20201218_110823,20201218_110823.jpg
extracted_images\masking\20201218_110831.jpg,img,20201218_110831,20201218_110831.jpg
extracted_images\masking\20201218_110850.jpg,img,20201218_110850,20201218_110850.jpg
extracted_images\masking\20201218_110858.jpg,img,20201218_110858,20201218_110858.jpg
extracted_images\masking\20201218_110908.jpg,img,20201218_110908,20201218_110908.jpg
extracted_images\masking\20201218_110916.jpg,img,20201218_110916,20201218_110916.jpg
extracted_images\masking\20201218_110924.jpg,img,20201218_110924,20201218_110924.jpg
extracted_images\masking\20201218_110940.jpg,img,20201218_110940,20201218_110940.jpg
extracted_images\masking\20201218_110948.jpg,img,20201218_110948,20201218_110948.jpg
extracted_images\masking\20201218_110958.jpg,img,20201218_110958,20201218_110958.jpg
extracted_images\masking\20201218_111015.jpg,img,20201218_111015,20201218_111015.jpg
extracted_images\masking\20201218_111023.jpg,img,20201218_111023,20201218_111023.jpg
extracted_images\masking\20201218_111030.jpg,img,20201218_111030,20201218_111030.jpg
extracted_images\masking\20201218_111039.jpg,img,20201218_111039,20201218_111039.jpg
extracted_images\masking\20201218_111052.jpg,img,20201218_111052,20201218_111052.jpg
extracted_images\masking\20201218_111100.jpg,img,20201218_111100,20201218_111100.jpg
extracted_images\masking\20201218_111109.jpg,img,20201218_111109,20201218_111109.jpg
extracted_images\masking\20201218_111118.jpg,img,20201218_111118,20201218_111118.jpg
extracted_images\masking\20201218_111128.jpg,img,20201218_111128,20201218_111128.jpg
extracted_images\masking\20201218_111136.jpg,img,20201218_111136,20201218_111136.jpg
extracted_images\masking\20201218_111147.jpg,img,20201218_111147,20201218_111147.jpg
extracted_images\masking\20201218_111155.jpg,img,20201218_111155,20201218_111155.jpg
extracted_images\masking\20201218_111204.jpg,img,20201218_111204,20201218_111204.jpg
extracted_images\masking\20201218_111212.jpg,img,20201218_111212,20201218_111212.jpg
extracted_images\masking\20201218_111221.jpg,img,20201218_111221,20201218_111221.jpg
extracted_images\masking\20201218_111230.jpg,img,20201218_111230,20201218_111230.jpg
extracted_images\masking\20201218_111239.jpg,img,20201218_111239,20201218_111239.jpg
extracted_images\masking\20201218_111246.jpg,img,20201218_111246,20201218_111246.jpg
extracted_images\masking\20201218_111255.jpg,img,20201218_111255,20201218_111255.jpg
extracted_images\masking\20201218_113126.jpg,img,20201218_113126,20201218_113126.jpg
extracted_images\masking\20201218_113134.jpg,img,20201218_113134,20201218_113134.jpg
extracted_images\masking\20201218_113142.jpg,img,20201218_113142,20201218_113142.jpg
extracted_images\masking\20201218_113152.jpg,img,20201218_113152,20201218_113152.jpg
extracted_images\masking\20201218_113201.jpg,img,20201218_113201,20201218_113201.jpg
extracted_images\masking\20201218_113210.jpg,img,20201218_113210,20201218_113210.jpg
extracted_images\masking\20201218_113218.jpg,img,20201218_113218,20201218_113218.jpg
extracted_images\masking\20201218_113228.jpg,img,20201218_113228,20201218_113228.jpg
extracted_images\masking\20201218_113236.jpg,img,20201218_113236,20201218_113236.jpg
extracted_images\masking\20201218_113255.jpg,img,20201218_113255,20201218_113255.jpg
extracted_images\masking\20201218_113306.jpg,img,20201218_113306,20201218_113306.jpg
extracted_images\masking\20201218_113314.jpg,img,20201218_113314,20201218_113314.jpg
extracted_images\masking\20201218_113335.jpg,img,20201218_113335,20201218_113335.jpg
extracted_images\masking\20201218_113344.jpg,img,20201218_113344,20201218_113344.jpg
extracted_images\masking\20201218_113352.jpg,img,20201218_113352,20201218_113352.jpg
extracted_images\masking\20201218_113400.jpg,img,20201218_113400,20201218_113400.jpg
extracted_images\masking\20201218_113409.jpg,img,20201218_113409,20201218_113409.jpg
extracted_images\masking\20201218_113418.jpg,img,20201218_113418,20201218_113418.jpg
extracted_images\masking\20201218_113427.jpg,img,20201218_113427,20201218_113427.jpg
extracted_images\masking\20201218_113437.jpg,img,20201218_113437,20201218_113437.jpg
extracted_images\masking\20201218_113445.jpg,img,20201218_113445,20201218_113445.jpg
extracted_images\masking\20201218_113454.jpg,img,20201218_113454,20201218_113454.jpg
extracted_images\masking\20201218_113506.jpg,img,20201218_113506,20201218_113506.jpg
extracted_images\masking\20201218_113514.jpg,img,20201218_113514,20201218_113514.jpg
extracted_images\masking\20201218_113523.jpg,img,20201218_113523,20201218_113523.jpg
extracted_images\masking\20201218_113531.jpg,img,20201218_113531,20201218_113531.jpg
extracted_images\masking\20201218_113541.jpg,img,20201218_113541,20201218_113541.jpg
extracted_images\masking\20201218_113549.jpg,img,20201218_113549,20201218_113549.jpg
extracted_images\masking\20201218_113557.jpg,img,20201218_113557,20201218_113557.jpg
extracted_images\masking\20201218_114750.jpg,img,20201218_114750,20201218_114750.jpg
extracted_images\masking\20201218_115123.jpg,img,20201218_115123,20201218_115123.jpg
extracted_images\masking\20201218_115134.jpg,img,20201218_115134,20201218_115134.jpg
extracted_images\masking\20201218_115143.jpg,img,20201218_115143,20201218_115143.jpg
extracted_images\masking\20201218_115152.jpg,img,20201218_115152,20201218_115152.jpg
extracted_images\masking\20201218_115300.jpg,img,20201218_115300,20201218_115300.jpg
extracted_images\masking\20201218_115309.jpg,img,20201218_115309,20201218_115309.jpg
extracted_images\masking\20201218_115318.jpg,img,20201218_115318,20201218_115318.jpg
extracted_images\masking\20201218_115328.jpg,img,20201218_115328,20201218_115328.jpg
extracted_images\masking\20201218_115340.jpg,img,20201218_115340,20201218_115340.jpg
extracted_images\masking\20201218_115350.jpg,img,20201218_115350,20201218_115350.jpg
extracted_images\masking\20201218_115358.jpg,img,20201218_115358,20201218_115358.jpg
extracted_images\masking\20201218_115408.jpg,img,20201218_115408,20201218_115408.jpg
extracted_images\masking\20201218_115432.jpg,img,20201218_115432,20201218_115432.jpg
extracted_images\masking\20201218_115443.jpg,img,20201218_115443,20201218_115443.jpg
extracted_images\masking\20201218_115453.jpg,img,20201218_115453,20201218_115453.jpg
extracted_images\masking\20201218_115518.jpg,img,20201218_115518,20201218_115518.jpg
extracted_images\masking\20201218_115528.jpg,img,20201218_115528,20201218_115528.jpg
extracted_images\masking\20201218_115537.jpg,img,20201218_115537,20201218_115537.jpg
extracted_images\masking\20201218_115547.jpg,img,20201218_115547,20201218_115547.jpg
extracted_images\masking\20201218_115558.jpg,img,20201218_115558,20201218_115558.jpg
extracted_images\masking\20201218_115608.jpg,img,20201218_115608,20201218_115608.jpg
extracted_images\masking\20201218_115619.jpg,img,20201218_115619,20201218_115619.jpg
extracted_images\masking\20201218_115629.jpg,img,20201218_115629,20201218_115629.jpg
extracted_images\masking\20201218_115640.jpg,img,20201218_115640,20201218_115640.jpg
extracted_images\masking\20201218_115650.jpg,img,20201218_115650,20201218_115650.jpg
extracted_images\masking\20201218_115659.jpg,img,20201218_115659,20201218_115659.jpg
extracted_images\masking\20201218_115709.jpg,img,20201218_115709,20201218_115709.jpg
extracted_images\masking\20201218_115717.jpg,img,20201218_115717,20201218_115717.jpg
extracted_images\masking\20201218_115728.jpg,img,20201218_115728,20201218_115728.jpg
extracted_images\masking\20201218_115738.jpg,img,20201218_115738,20201218_115738.jpg
extracted_images\masking\20201218_115749.jpg,img,20201218_115749,20201218_115749.jpg
extracted_images\masking\20201218_115809.jpg,img,20201218_115809,20201218_115809.jpg
extracted_images\masking\20201218_115818.jpg,img,20201218_115818,20201218_115818.jpg
extracted_images\masking\20201218_115827.jpg,img,20201218_115827,20201218_115827.jpg
extracted_images\masking\20201218_115835.jpg,img,20201218_115835,20201218_115835.jpg
extracted_images\masking\20201218_115847.jpg,img,20201218_115847,20201218_115847.jpg
extracted_images\masking\20201218_115855.jpg,img,20201218_115855,20201218_115855.jpg
extracted_images\masking\20201218_115904.jpg,img,20201218_115904,20201218_115904.jpg
extracted_images\masking\20201218_115913.jpg,img,20201218_115913,20201218_115913.jpg
extracted_images\masking\20201218_115924.jpg,img,20201218_115924,20201218_115924.jpg
extracted_images\masking\20201218_115930.jpg,img,20201218_115930,20201218_115930.jpg
extracted_images\masking\20201218_115945.jpg,img,20201218_115945,20201218_115945.jpg
extracted_images\masking\20201218_115955.jpg,img,20201218_115955,20201218_115955.jpg
extracted_images\masking\20201218_120008.jpg,img,20201218_120008,20201218_120008.jpg
extracted_images\masking\20201218_120016.jpg,img,20201218_120016,20201218_120016.jpg
extracted_images\masking\20201218_120025.jpg,img,20201218_120025,20201218_120025.jpg
extracted_images\masking\20201218_120034.jpg,img,20201218_120034,20201218_120034.jpg
extracted_images\masking\20201218_120043.jpg,img,20201218_120043,20201218_120043.jpg
extracted_images\masking\20201218_120052.jpg,img,20201218_120052,20201218_120052.jpg
extracted_images\masking\20201218_120104.jpg,img,20201218_120104,20201218_120104.jpg
extracted_images\masking\20201218_120112.jpg,img,20201218_120112,20201218_120112.jpg
extracted_images\masking\20201218_120122.jpg,img,20201218_120122,20201218_120122.jpg
extracted_images\masking\20201218_120132.jpg,img,20201218_120132,20201218_120132.jpg
extracted_images\masking\20201218_121340.jpg,img,20201218_121340,20201218_121340.jpg
extracted_images\masking\20201218_121349.jpg,img,20201218_121349,20201218_121349.jpg
extracted_images\masking\20201218_121357.jpg,img,20201218_121357,20201218_121357.jpg
extracted_images\masking\20201218_121405.jpg,img,20201218_121405,20201218_121405.jpg
extracted_images\masking\20201218_121412.jpg,img,20201218_121412,20201218_121412.jpg
extracted_images\masking\20201218_121421.jpg,img,20201218_121421,20201218_121421.jpg
extracted_images\masking\20201218_121430.jpg,img,20201218_121430,20201218_121430.jpg
extracted_images\masking\20201218_121439.jpg,img,20201218_121439,20201218_121439.jpg
extracted_images\masking\20201218_121550.jpg,img,20201218_121550,20201218_121550.jpg
extracted_images\masking\20201218_121559.jpg,img,20201218_121559,20201218_121559.jpg
extracted_images\masking\20201218_121606.jpg,img,20201218_121606,20201218_121606.jpg
extracted_images\masking\20201218_121616.jpg,img,20201218_121616,20201218_121616.jpg
extracted_images\masking\20201218_121626.jpg,img,20201218_121626,20201218_121626.jpg
extracted_images\masking\20201218_121635.jpg,img,20201218_121635,20201218_121635.jpg
extracted_images\masking\20201218_121906.jpg,img,20201218_121906,20201218_121906.jpg
extracted_images\masking\20201218_121915.jpg,img,20201218_121915,20201218_121915.jpg
extracted_images\masking\20201218_121926.jpg,img,20201218_121926,20201218_121926.jpg
extracted_images\masking\20201218_121936.jpg,img,20201218_121936,20201218_121936.jpg
extracted_images\masking\20201218_125417.jpg,img,20201218_125417,20201218_125417.jpg
extracted_images\masking\20201218_125430.jpg,img,20201218_125430,20201218_125430.jpg
extracted_images\masking\20201218_125444.jpg,img,20201218_125444,20201218_125444.jpg
extracted_images\masking\20201218_125456.jpg,img,20201218_125456,20201218_125456.jpg
extracted_images\masking\20201218_125508.jpg,img,20201218_125508,20201218_125508.jpg
extracted_images\masking\20201218_125523.jpg,img,20201218_125523,20201218_125523.jpg
extracted_images\masking\20201218_125536.jpg,img,20201218_125536,20201218_125536.jpg
extracted_images\masking\20201218_125548.jpg,img,20201218_125548,20201218_125548.jpg
extracted_images\masking\20201218_125601.jpg,img,20201218_125601,20201218_125601.jpg
extracted_images\masking\20201218_125612.jpg,img,20201218_125612,20201218_125612.jpg
extracted_images\masking\20201218_125623.jpg,img,20201218_125623,20201218_125623.jpg
extracted_images\masking\20201218_125638.jpg,img,20201218_125638,20201218_125638.jpg
extracted_images\masking\20201218_125650.jpg,img,20201218_125650,20201218_125650.jpg
extracted_images\masking\20201218_125721.jpg,img,20201218_125721,20201218_125721.jpg
extracted_images\masking\20201218_125731.jpg,img,20201218_125731,20201218_125731.jpg
extracted_images\masking\20201218_125743.jpg,img,20201218_125743,20201218_125743.jpg
extracted_images\masking\20201218_125835.jpg,img,20201218_125835,20201218_125835.jpg
extracted_images\masking\20201218_125851.jpg,img,20201218_125851,20201218_125851.jpg
extracted_images\masking\20201218_130300.jpg,img,20201218_130300,20201218_130300.jpg
extracted_images\masking\20201218_130310.jpg,img,20201218_130310,20201218_130310.jpg
extracted_images\masking\20201218_130321.jpg,img,20201218_130321,20201218_130321.jpg
extracted_images\masking\20201218_130331.jpg,img,20201218_130331,20201218_130331.jpg
extracted_images\masking\20201218_130343.jpg,img,20201218_130343,20201218_130343.jpg
extracted_images\masking\20201218_130354.jpg,img,20201218_130354,20201218_130354.jpg
extracted_images\masking\20201218_130405.jpg,img,20201218_130405,20201218_130405.jpg
extracted_images\masking\20201218_130416.jpg,img,20201218_130416,20201218_130416.jpg
extracted_images\masking\20201218_130426.jpg,img,20201218_130426,20201218_130426.jpg
extracted_images\masking\20201218_130435.jpg,img,20201218_130435,20201218_130435.jpg
extracted_images\masking\20201218_130444.jpg,img,20201218_130444,20201218_130444.jpg
extracted_images\masking\20201218_130454.jpg,img,20201218_130454,20201218_130454.jpg
extracted_images\masking\20201218_130506.jpg,img,20201218_130506,20201218_130506.jpg
extracted_images\masking\20201218_130515.jpg,img,20201218_130515,20201218_130515.jpg
extracted_images\masking\20201218_130524.jpg,img,20201218_130524,20201218_130524.jpg
extracted_images\masking\20201218_130534.jpg,img,20201218_130534,20201218_130534.jpg
extracted_images\masking\20201218_130545.jpg,img,20201218_130545,20201218_130545.jpg
extracted_images\masking\20201218_130559.jpg,img,20201218_130559,20201218_130559.jpg
extracted_images\masking\20201218_130611.jpg,img,20201218_130611,20201218_130611.jpg
extracted_images\masking\20201218_130621.jpg,img,20201218_130621,20201218_130621.jpg
extracted_images\masking\20201218_130636.jpg,img,20201218_130636,20201218_130636.jpg
extracted_images\masking\20201218_130647.jpg,img,20201218_130647,20201218_130647.jpg
extracted_images\masking\20201218_130710.jpg,img,20201218_130710,20201218_130710.jpg
extracted_images\masking\20201218_130722.jpg,img,20201218_130722,20201218_130722.jpg
extracted_images\masking\20201218_130732.jpg,img,20201218_130732,20201218_130732.jpg
extracted_images\masking\20201218_130743.jpg,img,20201218_130743,20201218_130743.jpg
extracted_images\masking\20201218_130755.jpg,img,20201218_130755,20201218_130755.jpg
extracted_images\masking\20201218_130850.jpg,img,20201218_130850,20201218_130850.jpg
extracted_images\masking\20201218_130902.jpg,img,20201218_130902,20201218_130902.jpg
extracted_images\masking\20201218_131122.jpg,img,20201218_131122,20201218_131122.jpg
extracted_images\masking\20201218_131133.jpg,img,20201218_131133,20201218_131133.jpg
extracted_images\masking\20201218_131143.jpg,img,20201218_131143,20201218_131143.jpg
extracted_images\masking\20201218_131459.jpg,img,20201218_131459,20201218_131459.jpg
extracted_images\masking\20201218_131603.jpg,img,20201218_131603,20201218_131603.jpg
extracted_images\masking\282469ef8771f7bc140ee3e0d55f620c.jpg,img,282469ef8771f7bc140ee3e0d55f620c,282469ef8771f7bc140ee3e0d55f620c.jpg
extracted_images\masking\2bb7dcefcba027cecf9bb45871a0ae6f.jpg,img,2bb7dcefcba027cecf9bb45871a0ae6f,2bb7dcefcba027cecf9bb45871a0ae6f.jpg
